"Year","Sample","Temp_range","Temp_flag","moisture","moisture_units","moisture_flag","R10","Q10","Q10_flag","Species","Latitude","Longitude","lat_lon_notes","Manipulation","Ecosystem_type_old","Ecosystem_type","Biome","Source","Incubation","Duplicate_record","notes","notes2","notes_data_location","StudyName","DOI","Meas_method","Horizon","Depth_cm","Vegetation","notes3","MAT_C","MMT_C","MAP_mm","...35","Texture","...37","time_days","Elevation_m","...40","...41","corg","norg","clay","ph"
,"101","25_35",,,,,,2.3,"equal-C","CO2",,,,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 27","SI","Haddix et al. 2011","https://www.doi.org/10.2136/sssaj2010.0118",,,,,"Haddix-CR",,,,,,,,,,,"20.02",,"9",
,"101","15_25",,,,,,2.08,"equal-time","CO2",,,,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 27","SI","Haddix et al. 2011","https://www.doi.org/10.2136/sssaj2010.0118",,,,,"Haddix-CR",,,,,,,,,,,"14.16",,"12",
,"101","25_35",,,,,,6.5,"equal-time","CO2",,,,"substrate","grassland","grassland","warm","Hamdi2013","lab",,,"reference 27","SI","Haddix et al. 2011","https://www.doi.org/10.2136/sssaj2010.0118",,,,,"Haddix-CR",,,,,,,,,,,"14.16",,"12",
,"101","25_35",,,,,,2.9,"equal-C","CO2",,,,"substrate","grassland","grassland","warm","Hamdi2013","lab",,,"reference 27","SI","Haddix et al. 2011","https://www.doi.org/10.2136/sssaj2010.0118",,,,,"Haddix-CR",,,,,,,,,,,"14.16",,"12",
,"101","25_35",,,,,,2.11,"equal-C","CO2",,,,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 27","SI","Haddix et al. 2011","https://www.doi.org/10.2136/sssaj2010.0118",,,,,"Haddix-CR",,,,,,,,,,,"14.16",,"12",
,"105","20_30",,,,,,2.05,"equal-time","CO2","35_43'N","8_35'E",,"None","cultivated","cultivated","warm","Hamdi2013","lab",,,"reference 28","SI","Hamdi et al. 2010","https://doi.org/10.1016/j.soilbio.2010.05.025",,,,,"Hamdi-cult",,,,,,,,,,,"2.2",,"36","8.9"
,"105","30_40",,,,,,2.15,"equal-time","CO2","35_43'N","8_35'E",,"None","cultivated","cultivated","warm","Hamdi2013","lab",,,"reference 28","SI","Hamdi et al. 2010","https://doi.org/10.1016/j.soilbio.2010.05.025",,,,,"Hamdi-cult",,,,,,,,,,,"2.2",,"36","8.9"
,"105","40_50",,,,,,1.92,"equal-time","CO2","35_43'N","8_35'E",,"None","cultivated","cultivated","warm","Hamdi2013","lab",,,"reference 28","SI","Hamdi et al. 2010","https://doi.org/10.1016/j.soilbio.2010.05.025",,,,,"Hamdi-cult",,,,,,,,,,,"2.2",,"36","8.9"
,"106","10_20",,,,,,3.12,"sequential","CO2","53.9461_N","1.0518_W",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 29","SI","Hartley and Ineson 2008","https://doi.org/10.1016/j.soilbio.2008.01.007",,,,,"Hartley-Escrick",,,,,,,,,,,"4",,,"6.5"
,"107","2_10",,,,,,4.03,"sequential","CO2","68_18'07""N","18_51'16""E","Arctic Circle near North Sweden","None","tundra","tundra","cold","Hamdi2013","lab",,,"reference 30","SI","Hartley et al. 2008","https://doi.org/10.1111/j.1461-0248.2008.01223.x",,,,,"Hartley-tundra",,,,,,,,,,,,,,
,"108","2_6",,,,,,4.35,"sequential","CO2","68_18'07""N","18_51'16""E",,"None","tundra","tundra","cold","Hamdi2013","lab",,,"reference 31","SI","Hartly et al. 2008","https://doi.org/10.1111/j.1461-0248.2008.01223.x",,,"0 to 10",,"Tund",,,,,,,,,,,,,,
,"108","6_10",,,,,,3.58,"sequential","CO2","68_18'07""N","18_51'16""E",,"None","tundra","tundra","cold","Hamdi2013","lab",,,"reference 31","SI","Hartly et al. 2008","https://doi.org/10.1111/j.1461-0248.2008.01223.x",,,"0 to 10",,"Tund",,,,,,,,,,,,,,
,"109","15_25",,,,,,3.1,"equal-time","CO2","2_59'S","47_31'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-forest",,,,,,,,,,,"2.94",,"67.5",
,"109","25_35",,,,,,2.2,"equal-time","CO2","2_59'S","47_31'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-forest",,,,,,,,,,,"2.94",,"67.5",
,"109","35_45",,,,,,1.7,"equal-time","CO2","2_59'S","47_31'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-forest",,,,,,,,,,,"2.94",,"67.5",
,"109","45_55",,,,,,3.4,"equal-time","CO2","2_59'S","47_31'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-forest",,,,,,,,,,,"2.94",,"67.5",
,"110","15_25",,,,,,3.1,"equal-time","CO2","2_59'S","47_31'W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-grassland",,,,,,,,,,,"2.39",,"49",
,"110","25_35",,,,,,2,"equal-time","CO2","2_59'S","47_31'W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-grassland",,,,,,,,,,,"2.39",,"49",
,"110","35_45",,,,,,1.5,"equal-time","CO2","2_59'S","47_31'W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-grassland",,,,,,,,,,,"2.39",,"49",
,"110","45_55",,,,,,2.3,"equal-time","CO2","2_59'S","47_31'W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-BR-grassland",,,,,,,,,,,"2.39",,"49",
,"111","15_25",,,,,,4.1,"equal-time","CO2","10.4306_N","84.0070_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-forest",,,,,,,,,,,"3.25",,"47",
,"111","25_35",,,,,,6.4,"equal-time","CO2","10.4306_N","84.0070_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-forest",,,,,,,,,,,"3.25",,"47",
,"111","35_45",,,,,,2.2,"equal-time","CO2","10.4306_N","84.0070_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-forest",,,,,,,,,,,"3.25",,"47",
,"111","45_55",,,,,,1.4,"equal-time","CO2","10.4306_N","84.0070_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-forest",,,,,,,,,,,"3.25",,"47",
,"112","15_25",,,,,,4.8,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland10",,,,,,,,,,,"3.6",,"43",
,"112","25_35",,,,,,3.4,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland10",,,,,,,,,,,"3.6",,"43",
,"112","35_45",,,,,,1.4,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland10",,,,,,,,,,,"3.6",,"43",
,"112","45_55",,,,,,1.9,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland10",,,,,,,,,,,"3.6",,"43",
,"113","15_25",,,,,,2.6,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland2",,,,,,,,,,,"4.15",,"52",
,"113","25_35",,,,,,2.6,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland2",,,,,,,,,,,"4.15",,"52",
,"113","35_45",,,,,,1.1,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland2",,,,,,,,,,,"4.15",,"52",
,"113","45_55",,,,,,1.5,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland2",,,,,,,,,,,"4.15",,"52",
,"114","15_25",,,,,,3.1,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland25",,,,,,,,,,,"4.65",,"57",
,"114","25_35",,,,,,2.4,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland25",,,,,,,,,,,"4.65",,"57",
,"114","35_45",,,,,,1.3,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland25",,,,,,,,,,,"4.65",,"57",
,"114","45_55",,,,,,1.6,"equal-time","CO2","10.4306_N","84.0070_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-CR-grassland25",,,,,,,,,,,"4.65",,"57",
,"115","15_25",,,,,,2.8,"equal-time","CO2","19.9301_N","155.2870_W","Laupahoehoe Forest Reserve","None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest1700",,,,,,,,,,,"26.6",,,
,"115","25_35",,,,,,1.2,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest1700",,,,,,,,,,,"26.6",,,
,"115","35_45",,,,,,1.7,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest1700",,,,,,,,,,,"26.6",,,
,"115","45_55",,,,,,1.9,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest1700",,,,,,,,,,,"26.6",,,
,"116","15_25",,,,,,1.6,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest800",,,,,,,,,,,"21.3",,,
,"116","25_35",,,,,,1.6,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest800",,,,,,,,,,,"21.3",,,
,"116","35_45",,,,,,1.6,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest800",,,,,,,,,,,"21.3",,,
,"116","45_55",,,,,,1.5,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-forest800",,,,,,,,,,,"21.3",,,
,"117","15_25",,,,,,2,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland1700",,,,,,,,,,,"27.4",,,
,"117","25_35",,,,,,1.5,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland1700",,,,,,,,,,,"27.4",,,
,"117","35_45",,,,,,1.6,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland1700",,,,,,,,,,,"27.4",,,
,"117","45_55",,,,,,1.7,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland1700",,,,,,,,,,,"27.4",,,
,"118","15_25",,,,,,1.8,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland800",,,,,,,,,,,"18",,,
,"118","25_35",,,,,,1.6,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland800",,,,,,,,,,,"18",,,
,"118","35_45",,,,,,1.8,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland800",,,,,,,,,,,"18",,,
,"118","45_55",,,,,,2.2,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-HW-grassland800",,,,,,,,,,,"18",,,
,"119","15_25",,,,,,0.8,"equal-time","CO2","27_40'N","98_12'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-forest",,,,,,,,,,,"2.3",,"23",
,"119","25_35",,,,,,1.5,"equal-time","CO2","27_40'N","98_12'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-forest",,,,,,,,,,,"2.3",,"23",
,"119","35_45",,,,,,3.2,"equal-time","CO2","27_40'N","98_12'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-forest",,,,,,,,,,,"2.3",,"23",
,"119","45_55",,,,,,1.7,"equal-time","CO2","27_40'N","98_12'W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-forest",,,,,,,,,,,"2.3",,"23",
,"120","15_25",,,,,,0.5,"equal-time","CO2","27_40'N","98_12'W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-grassland",,,,,,,,,,,"0.84",,"16",
,"120","25_35",,,,,,2.2,"equal-time","CO2","27_40'N","98_12'W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-grassland",,,,,,,,,,,"0.84",,"16",
,"120","35_45",,,,,,2.7,"equal-time","CO2","27_40'N","98_12'W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-grassland",,,,,,,,,,,"0.84",,"16",
,"120","45_55",,,,,,2,"equal-time","CO2","27_40'N","98_12'W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 32","SI","Holland et al. 2000","https://doi.org/10.1029/2000GB001264",,,,,"Holl-TX-grassland",,,,,,,,,,,"0.84",,"16",
,"121","0_20",,,,,,3.3,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-D",,,,,,,,,,,,,,
,"121","0_20",,,,,,1.2,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-D",,,,,,,,,,,"0.05",,,
,"121","9_20",,,,,,2,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-D",,,,,,,,,,,,,,
,"121","9_20",,,,,,1.2,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-D",,,,,,,,,,,"0.05",,,
,"122","0_20",,,,,,3.4,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-HS",,,,,,,,,,,,,,
,"122","0_20",,,,,,1.6,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-HS",,,,,,,,,,,"0.14",,,
,"122","9_20",,,,,,2.8,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-HS",,,,,,,,,,,,,,
,"122","9_20",,,,,,2,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-HS",,,,,,,,,,,"0.14",,,
,"123","0_20",,,,,,3.4,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-LS",,,,,,,,,,,,,,
,"123","0_20",,,,,,3.3,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-LS",,,,,,,,,,,"2.99",,,
,"123","9_20",,,,,,3.6,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-LS",,,,,,,,,,,,,,
,"123","9_20",,,,,,3,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-LS",,,,,,,,,,,"2.99",,,
,"124","0_20",,,,,,5,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-P",,,,,,,,,,,,,,
,"124","0_20",,,,,,1.4,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-P",,,,,,,,,,,"0.16",,,
,"124","9_20",,,,,,4.4,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-P",,,,,,,,,,,,,,
,"124","9_20",,,,,,2,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-P",,,,,,,,,,,"0.16",,,
,"125","0_20",,,,,,6.9,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-SE",,,,,,,,,,,,,,
,"125","0_20",,,,,,1.9,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-SE",,,,,,,,,,,"0.37",,,
,"125","9_20",,,,,,2,"equal-time","CO2","78_01'S","163_53'E",,"substrate","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-SE",,,,,,,,,,,,,,
,"125","9_20",,,,,,1.9,"equal-time","CO2","78_01'S","163_53'E",,"None","polar desert","Desert","cold","Hamdi2013","lab",,,"reference 33","SI","Hopkins et al. 2006","https://doi.org/10.1016/j.soilbio.2006.01.012",,,,,"Hopk-SE",,,,,,,,,,,"0.37",,,
,"126","13_20",,"30","perc_WHC",,,3.2,"equal-time","CO2","52.1326_N","5.2193_E","Netherlands","None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 34","SI","Huntjens et al. 1981","https://doi.org/10.1007/BF02277376",,,"1 to 5",,"Hut",,,,,,,,,,,"1.2",,,"6.2"
,"126","13_20",,"30","perc_WHC",,,5.7,"equal-time","CO2","52.1326_N","5.2193_E","Netherlands","None","grassland","Grassland","temperate","Hamdi2013","lab",,,"reference 34","SI","Huntjens et al. 1981","https://doi.org/10.1007/BF02277376",,,"1 to 5",,"Hut",,,,,,,,,,,"1.76",,,"6.7"
,"127","20_40",,,,,,2.61,"sequential","CO2","36_10'S","148_54'E",,"None","grassland","Grassland","temperate","Hamdi2013","lab",,,"reference 35","SI","Jenkins and Adams 2011","https://doi.org/10.1016/j.soilbio.2011.02.017",,,"0 to 10",,"G",,,,,,,,,,,"4.1","0.5","31","5.3"
,"127","20_40",,,,,,2.4,"sequential","CO2","36_10'S","148_54'E",,"None","grassland","Grassland","temperate","Hamdi2013","lab",,,"reference 35","SI","Jenkins and Adams 2011","https://doi.org/10.1016/j.soilbio.2011.02.017",,,"10 to 30",,"G",,,,,,,,,,,"3.3","0.4","31","5.3"
